Id,Start,Name,Impact,Currency
c4a09a2a-8369-4502-b404-349cf37961cb,06/26/2012 14:00:00,Richmond Fed Manufacturing Index,LOW,USD
6817e320-f194-46f2-ad94-98022575933a,06/27/2012 12:30:00,Durable Goods Orders,HIGH,USD
d407f047-ee03-4640-b54c-f2d99d95b37d,06/27/2012 12:30:00,Durable Goods Orders ex Transportation,MEDIUM,USD
b309ad14-55aa-4e45-adac-34807c8f3654,06/28/2012 12:30:00,Gross Domestic Product Annualized,HIGH,USD
b65270b4-4371-4ba9-a6eb-1c5ead7cc6af,06/28/2012 12:30:00,Gross Domestic Product Price Index,HIGH,USD
ac7717bd-bf54-4c58-8bb2-063aaccfd528,06/28/2012 15:00:00,Kansas Fed Manufacturing Activity,LOW,USD
27151e6d-71ca-4a49-8dad-6258288fdf1a,06/29/2012 13:45:00,Chicago Purchasing Managers' Index,LOW,USD
304c70f5-9d23-4b8c-b715-3252edd2a6e9,07/02/2012 12:58:00,S&P Global Manufacturing PMI,MEDIUM,USD
c4e74493-e903-4088-bf72-6c849311d1fc,07/02/2012 14:00:00,ISM Manufacturing PMI,HIGH,USD
9fc5df4b-b582-4b2c-837f-59fc48dbdf34,07/03/2012 13:45:00,ISM-NY Business Conditions Index,LOW,USD
2d543a44-9edd-497d-bf08-c792dfd390b7,07/03/2012 14:00:00,Factory Orders (MoM),MEDIUM,USD
cb45f410-1af7-4a3c-bae7-86a117ba7d26,07/05/2012 14:00:00,ISM Services PMI,MEDIUM,USD
13eda3c1-06b4-4d5e-a9f7-dc0a64a4d517,07/10/2012 11:30:00,NFIB Business Optimism Index,LOW,USD
51bdff60-bc52-4227-8321-4bde45684dbb,07/11/2012 14:00:00,Wholesale Inventories,LOW,USD
153cc9f8-3b35-4497-9379-024e319864f9,07/16/2012 12:30:00,NY Empire State Manufacturing Index,LOW,USD
d59332e3-6125-405d-9f60-4f288a7565e9,07/16/2012 14:00:00,Business Inventories,MEDIUM,USD
34c8188e-bb8b-4610-accc-29d125aa3c25,07/17/2012 13:15:00,Capacity Utilization,LOW,USD
b6debb49-f1e4-47e6-8234-6e27473269de,07/17/2012 13:15:00,Industrial Production (MoM),MEDIUM,USD
a8559fa4-62ab-4ec3-80f6-04c29383a2ed,07/19/2012 14:00:00,Philadelphia Fed Manufacturing Survey,MEDIUM,USD
41bd293a-71ad-41e3-946c-ebbe38036592,07/23/2012 12:30:00,"Chicago Fed National Activity Index ",LOW,USD
6ddc5651-b3d6-4477-8a5d-9044749b2cf3,07/24/2012 12:58:00,S&P Global Manufacturing PMI,MEDIUM,USD
42d4975a-ed45-45b8-8193-7a2024a49792,07/24/2012 14:00:00,Richmond Fed Manufacturing Index,LOW,USD
82bcb432-564a-4c2c-8369-dc3a94cc62ef,07/26/2012 12:30:00,Durable Goods Orders,HIGH,USD
671b69a1-4e2e-452c-af6a-5254870385a9,07/26/2012 12:30:00,Durable Goods Orders ex Transportation,MEDIUM,USD
1e946f25-490d-4cee-9491-b4145d096286,07/26/2012 15:00:00,Kansas Fed Manufacturing Activity,LOW,USD
